departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO CARMILENIO -GASO,MOBIL,Carrera 39 No. 13C - 02,BIODIESEL EXTRA,8100,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO DELFINES,TEXACO,Calle 6 sur No 52 - 65,GASOLINA EXTRA OXIGENADA,11450,1,2018-05-02T00:00:00.000
5,antioquia,5631,SABANETA,ESTACION DE SERVICIO TERPEL ANCON SUR,TERPEL,CALLE 84 SUR No.29-51 VARIANTE DE CALDAS KILOMETRO 1,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
5,antioquia,5604,REMEDIOS,ESTACION DE SERVICIO REMEDIOS,TERPEL,SECTOR PARAJE EL PORVENIR BARRIO LLANO DE CORDOBA,BIODIESEL EXTRA,8750,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS EL VOLADOR,TERPEL,CALLE 71 No. 66-82,GASOLINA CORRIENTE OXIGENADA,9030,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESSO EL TRIANGULO,MOBIL,CALLE 9 No. 17-65,BIODIESEL EXTRA,8380,1,2018-05-02T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO BELLO MADERA,MOBIL,CARRERA 50 No. 25B-15,GASOLINA EXTRA OXIGENADA,11590,1,2018-05-02T00:00:00.000
76,valle del cauca,76497,OBANDO,ESTACION DE SERVICIO OBANDO,TERPEL,Carrera 5 No. 1-82,GASOLINA CORRIENTE OXIGENADA,8940,1,2018-05-02T00:00:00.000
5,antioquia,5679,SANTA BARBARA,BOMBA TERPEL LOS ALMENDROS,TERPEL,Troncal principal 15 22,BIODIESEL EXTRA,8200,1,2018-05-02T00:00:00.000
5,antioquia,5887,YARUMAL,BOMBA LA ESTACION,TERPEL,TRONCAL NORTE VIA A AL COSTA SECTOR LA ESTACION,GASOLINA CORRIENTE OXIGENADA,9040,1,2018-05-02T00:00:00.000
5,antioquia,5172,CHIGORODO,ESTACION DE SERVICIOS LINARES,TERPEL,Calle 95 No 98 - 05,BIODIESEL EXTRA,8420,1,2018-05-02T00:00:00.000
5,antioquia,5809,TITIRIBI,ESTACION DE SERVICIO LOS PRIMOS,ZEUSS,SECTOR LA NUEVA OLA,BIODIESEL EXTRA,8606,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SIMON BOLIVAR CON CALLE 25,TERPEL,CALLE 25 DIAGONAL G No. 65-35,BIODIESEL EXTRA,8420,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS AUTOMOTRIZ INVERSIONES ACEVEDO Y CIA,MOBIL,Calle 39D No 73-26,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO BUENO MADRID,TERPEL,CALLE 34 No. 3N-158,GASOLINA EXTRA OXIGENADA,11650,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,DISTRACOM LA PORTUARIA,MOBIL,CALLE 7 No. 19C-31 SECTOR EL TABOR,GASOLINA CORRIENTE OXIGENADA,8908,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS ESSO CASTILLA,MOBIL,TRANSVERSAL 78 No. 65-71,GASOLINA EXTRA OXIGENADA,11690,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL ESTADIO,TEXACO,cl 6 n° 31-00,GASOLINA EXTRA OXIGENADA,11990,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ ESTACION CORDOBA,TERPEL,Carrera 46 No.48-25,GASOLINA CORRIENTE OXIGENADA,9152,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ MOBIL LAS PALMAS,MOBIL,Calle 25 No.10-16,GASOLINA EXTRA OXIGENADA,12290,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVIAMIGOS,MOBIL,Calle 12 Sur No.50E-56,GASOLINA EXTRA OXIGENADA,11520,1,2018-05-02T00:00:00.000
5,antioquia,5148,EL CARMEN DE VIBORAL,ESTACION DE SERVICIO ÉXITO EL CARMEN,ESSO,VIA LA CEJA RIONEGRO KILOMETRO 7 MAS 100 VEREDA AGUAS CLARAS,BIODIESEL EXTRA,8900,1,2018-05-02T00:00:00.000
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO JAMUNDI,TERPEL,Km 15 via panamericana jamundi,GASOLINA CORRIENTE OXIGENADA,8990,1,2018-05-02T00:00:00.000
5,antioquia,5031,AMALFI,ESTACION DE SERVICIO AMALFI,ZEUSS,CALLE COLOMBIA No. 24-10,GASOLINA EXTRA OXIGENADA,11600,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,LUBRITODO EL SITIO CORRECTO SAS,MOBIL,CALLE 44 No. 64-52,BIODIESEL EXTRA,8540,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO RIO CON AUTOPISTA SUR SENTIDO SUR,TEXACO,CARRERA 50 No. 23-233,BIODIESEL EXTRA,8190,1,2018-05-02T00:00:00.000
76,valle del cauca,76520,PALMIRA,EDS EL PALMAR,PETROBRAS,CALLE 42 No 34 A - 16,GASOLINA CORRIENTE OXIGENADA,8600,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,ESTACION DE SERVICIO DEL SUR MEDELLIN,MOBIL,CARRERA 42 No.. 29A-25,GASOLINA CORRIENTE OXIGENADA,9070,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL ESTADIO,TEXACO,cl 6 n° 31-00,BIODIESEL EXTRA,8580,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESSO INDUSTRIALES,MOBIL,CARRERA 48 No. 16A-35,GASOLINA EXTRA OXIGENADA,11980,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO AUTOMOTRIZ CEDI VEGAS,MOBIL,CARRERA 43 SUR NO.48-127,GASOLINA CORRIENTE OXIGENADA,8980,1,2018-05-02T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO TERPEL LA PALOMA,TERPEL,DIAGONAL 52 No.10-269,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO MARIA LUISA,TEXACO,CARRERA 15 No. 29-30,GASOLINA CORRIENTE OXIGENADA,8780,1,2018-05-02T00:00:00.000
5,antioquia,5847,URRAO,ESTACION DE SERVICIO PENDERISCO,ZEUSS,CALLE 15 NO 32 - 07 SECTOR AGUSTIN URRAO,BIODIESEL EXTRA,9149,1,2018-05-02T00:00:00.000
5,antioquia,5212,COPACABANA,ESTACION DE SERVICIO COPACABANA,ZEUSS,Calle 50 No 59 - 02,BIODIESEL EXTRA,8457,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,TEXACO NUEVAS PALMAS,TEXACO,Carrera 38 No 26 - 259,GASOLINA CORRIENTE OXIGENADA,9040,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO GREEN EDS PLAZA AUTOPISTA,MOBIL,CALLE 15 No. 35-147,GASOLINA EXTRA OXIGENADA,12410,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,OPECOM EDS LA RIVERA,TERPEL,CALLE 70  No. 4-51,BIODIESEL EXTRA,8120,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO EXPOSICIONES,TERPEL,CRA 54 No 35 - 35,GASOLINA CORRIENTE OXIGENADA,8600,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO LAS AMERICAS,MOBIL,Calle 44 No 80 - 155,BIODIESEL EXTRA,8480,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS MOBIL SUR,MOBIL,CARRERA 51 No. 32-40,GASOLINA EXTRA OXIGENADA,11490,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,EDS  TERPEL LA CEIBA,TERPEL,CALLE 31 No. 50A-32,BIODIESEL EXTRA,8140,1,2018-05-02T00:00:00.000
5,antioquia,5440,MARINILLA,ESTACION DE SERVICIO CIUDADELA,TERPEL,CALLE 22 CARRERA 51-53,GASOLINA EXTRA OXIGENADA,11500,1,2018-05-02T00:00:00.000
5,antioquia,5400,LA UNION,ESTACION DE SERVICIO LOS GERANIOS,TERPEL,Carrera 11A Numero 15-35,BIODIESEL EXTRA,8510,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 33,TERPEL,CALLE 33 No. 63B-315,BIODIESEL EXTRA,8420,1,2018-05-02T00:00:00.000
5,antioquia,5579,PUERTO BERRIO,ESTACION DE SERVICIO LA PLAYA,BIOMAX,CARRERA 1 No. 55-46,BIODIESEL EXTRA,8350,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL SAN FRANCISCO,MOBIL,CARRERA 8 No. 44B-106,BIODIESEL EXTRA,8529,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,GREEN EDS BARRANQUILLA,TEXACO,CARRERA 1D No. 61A-35,BIODIESEL EXTRA,8330,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,EDS EL RETORNO DE CHUSACA,MOBIL,CARRERA CABAL PONBO LA MARIA PARAJE KILOMETRO 15,BIODIESEL EXTRA,8390,1,2018-05-02T00:00:00.000
5,antioquia,5495,NECHI,ESTACION DE SERVICIO NECHI,TERPEL,Barrio El Porvenir,BIODIESEL EXTRA,8081,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,SERVICENTRO PLAZA BOLIVAR,MOBIL,CALLE 14 ESQUINA CARRERA 4,GASOLINA CORRIENTE OXIGENADA,8699,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ GUADUALES,TERPEL,CALLE 70 Nº 4N - 10,GASOLINA CORRIENTE OXIGENADA,8650,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIOS AUTOMOTRICES Y LUBRICANTES VALLEJO,TEXACO,CALLE 6 28 - 76 ZONA 1,GASOLINA EXTRA OXIGENADA,8051,1,2018-05-02T00:00:00.000
5,antioquia,5686,SANTA ROSA DE OSOS,ESTACION SANTA ROSA,MOBIL,AVENIDA 38 No. 28 B - 32,BIODIESEL EXTRA,8490,1,2018-05-02T00:00:00.000
76,valle del cauca,76275,FLORIDA,ESTACION  DE SERVICIO SARAH,PETROMIL,CARRERA 16B No. 1 A - 45,BIODIESEL EXTRA,8500,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,SESCO,TERPEL,Calle 34 No. 2BN - 87 Cali,BIODIESEL EXTRA,8550,1,2018-05-02T00:00:00.000
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO CENTRO DE SERVICIOS LAS MERCEDES SAS,PETROMIL,Lote de terreno 1A supermanzana 1 sector 3 Alfaguara,GASOLINA EXTRA OXIGENADA,11710,1,2018-05-02T00:00:00.000
5,antioquia,5541,EL PEÑOL,EDS LA ENTRADA,TERPEL,VEREDA HORIZONTES VIA EL PEÑOL MARINILLA KILOMETRO 0.300,BIODIESEL EXTRA,8709,1,2018-05-02T00:00:00.000
5,antioquia,5579,PUERTO BERRIO,SERVICENTRO MARGARITA,BIOMAX,Vereda la Margarita¸,GASOLINA CORRIENTE OXIGENADA,8920,1,2018-05-02T00:00:00.000
5,antioquia,5887,YARUMAL,BOMBA IMPERIO,TERPEL,CARRERA 22 NO 20 80,GASOLINA CORRIENTE OXIGENADA,9040,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO TEXACO 30 YUMBO,TEXACO,CALLE 15 No. 11F-147,BIODIESEL EXTRA,8185,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL NORTE,TERPEL,CARRERA 64C No. 103 GG- 75,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
76,valle del cauca,76563,PRADERA,ESTACION DE SERVICIO SERVICENTRO YIRETH,TERPEL,KILOMETRO 1 VIA PRADERA - PALMIRA,BIODIESEL EXTRA,8430,1,2018-05-02T00:00:00.000
5,antioquia,5686,SANTA ROSA DE OSOS,ESTACION SANTA ROSA,MOBIL,AVENIDA 38 No. 28 B - 32,GASOLINA CORRIENTE OXIGENADA,9150,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO GREEN EDS NORUEGA,MOBIL,CALLE 13 No. 30-85,GASOLINA CORRIENTE OXIGENADA,8690,1,2018-05-02T00:00:00.000
5,antioquia,5212,COPACABANA,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO LA MILAGROSA COPACABANA,MOBIL,Carrera 48 No.52-09,GASOLINA EXTRA OXIGENADA,11420,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN FERNANDO,TEXACO,Calle 5 Nro. 25 - 20,BIODIESEL EXTRA,8580,1,2018-05-02T00:00:00.000
5,antioquia,5129,CALDAS,SERVICENTRO CALDAS,TERPEL,CARRERA 50 No. 122 SUR-76,GASOLINA CORRIENTE OXIGENADA,8800,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,BREASCOL EDS TERPEL TERMINAL,TERPEL,CARRERA 64A No 78 - 55,GASOLINA CORRIENTE OXIGENADA,8580,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL LOS ALCAZARES,TERPEL,CALLE 70 No. 1A-4 Y 1A-5,BIODIESEL EXTRA,8110,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL CENTRALIA,TEXACO,CALLE 31N No. 2N-10,GASOLINA CORRIENTE OXIGENADA,9080,1,2018-05-02T00:00:00.000
76,valle del cauca,76275,FLORIDA,ESTACION DE SERVICIO BRISAS DEL VALLE,BIOMAX,CALLE 9 No. 30-263 BARRIO EL CEDRO,GASOLINA CORRIENTE OXIGENADA,8850,1,2018-05-02T00:00:00.000
5,antioquia,5690,SANTO DOMINGO,ESTACION DE SERVICIO GASOLINERA SOFIA No1,TERPEL,VEREDA LA ESPERANZA  PARAJE SOFIA,GASOLINA CORRIENTE OXIGENADA,9230,1,2018-05-02T00:00:00.000
5,antioquia,5197,COCORNA,ESTACION DE SERVICIO AUTOMOTRIZ EL MOTORISTA,ZEUSS,KM. 84 AUTOPISTA MEDELLIN- BOGOTA VEREDA LA PIÑUELA,GASOLINA CORRIENTE OXIGENADA,8950,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL ESTADIO,TEXACO,cl 6 n° 31-00,GASOLINA CORRIENTE OXIGENADA,9090,1,2018-05-02T00:00:00.000
5,antioquia,5310,GOMEZ PLATA,ESTACION DE SERVICIO EL POMO,ZEUSS,VEREDA LA RAMADA,BIODIESEL EXTRA,8781,1,2018-05-02T00:00:00.000
5,antioquia,5607,EL RETIRO,ESTACIÓN DE SERVICIOS SAN LUIS EL ESCOBERO,TEXACO,PARCELACION SAN LUIS CIUDADELA CAMPESTRE SECTOR INFERIOR ESTACION DE SERVICIO VEREDA LAS PALMAS ALTO DE SAN LUIS,GASOLINA EXTRA OXIGENADA,11980,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS PLAZAS VERDES,TERPEL,Carrera 1 No. 62A - 50,GASOLINA EXTRA OXIGENADA,11230,1,2018-05-02T00:00:00.000
5,antioquia,5234,DABEIBA,ESTACION DE SERVICIO LAS GUADUAS,TERPEL,Carrera 10 No. 13-526,GASOLINA EXTRA OXIGENADA,11550,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,LA GLORIETA,MOBIL,CALLE 15 No. 39-61,GASOLINA CORRIENTE OXIGENADA,8570,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO ESSO SERGIO RAMIREZ,MOBIL,Calle 49 No 28 - 25,GASOLINA CORRIENTE OXIGENADA,8859,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO COMBUSCOL AUTOPISTA CALI - YUMBO,TEXACO,Calle 15 No.37-39,GASOLINA CORRIENTE OXIGENADA,9080,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO VILLA GRANDE LAS VEGAS,ZEUSS,CARRERA 48 No. 25AA SUR-13,GASOLINA CORRIENTE OXIGENADA,9070,1,2018-05-02T00:00:00.000
76,valle del cauca,76147,CARTAGO,ESTACION DE SERVICIO EL CARMEN,MOBIL,CARRERA 4 No. 15-140,GASOLINA EXTRA OXIGENADA,11900,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO EL TRANSITO,MOBIL,CARRERA 48 No. 49 SUR-45,BIODIESEL EXTRA,8410,1,2018-05-02T00:00:00.000
5,antioquia,5686,SANTA ROSA DE OSOS,ESTACION DE SERVICIO EL PORTAL JB,TEXACO,avenida 38 N°28-77,BIODIESEL EXTRA,8490,1,2018-05-02T00:00:00.000
5,antioquia,5250,EL BAGRE,EDS EL PARIE,TEXACO,CARRERA 49 No. 57A-33,GASOLINA CORRIENTE OXIGENADA,9373,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO VILLA GRANDE LAS VEGAS,ZEUSS,CARRERA 48 No. 25AA SUR-13,GASOLINA EXTRA OXIGENADA,11620,1,2018-05-02T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO LAS PALMERAS PALMIRA,MOBIL,Calle 42 No. 31-93,GASOLINA CORRIENTE OXIGENADA,8727,1,2018-05-02T00:00:00.000
5,antioquia,5440,MARINILLA,ESTACION DE SERVICIO EL FARO DE LA MARINILLA,TERPEL,CALLE 22 No 47 - 46,GASOLINA CORRIENTE OXIGENADA,9080,1,2018-05-02T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO PRESIDENTE,TERPEL,SD A TULUA KILOMETRO 3 - GUADALAJARA DE BUGA,BIODIESEL EXTRA,8060,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERCOMAS 11 DE CALI,TEXACO,CARRERA 15 No. 19-01,BIODIESEL EXTRA,8550,1,2018-05-02T00:00:00.000
76,valle del cauca,76130,CANDELARIA,ESTACION DE SERVICIO VILLAGORGONA,TERPEL,CARRERA 1 CALLE 6,BIODIESEL EXTRA,8160,1,2018-05-02T00:00:00.000
5,antioquia,5318,GUARNE,ESTACION DE SERVICIO AUTOMOTRIZ EL RETORNO,TERPEL,KM 29 150 MT AUT MEDELLIN-BOGOTA,BIODIESEL EXTRA,8400,1,2018-05-02T00:00:00.000
76,valle del cauca,76250,EL DOVIO,ESTACION DE SERVICIO COOTRANSDOVIO,TERPEL,CARRERA 9 No. 8-01,BIODIESEL EXTRA,8497,1,2018-05-02T00:00:00.000
5,antioquia,5887,YARUMAL,BOMBA IMPERIO,TERPEL,CARRERA 22 NO 20 80,BIODIESEL EXTRA,8448,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,TERPEL PALENQUE,TERPEL,CALLE 68 No. 86 - 26,GASOLINA CORRIENTE OXIGENADA,8959,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,SERVICENTRO ESSO PANAMERICANA,MOBIL,Calle 34 No. 3-33,GASOLINA EXTRA OXIGENADA,11460,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,TERPEL PALENQUE,TERPEL,CALLE 68 No. 86 - 26,GASOLINA EXTRA OXIGENADA,11753,1,2018-05-02T00:00:00.000
5,antioquia,5376,LA CEJA,ESTACION DE SERVICIOS LOS CEDROS,TERPEL,Carrera 20 Calle 22-44,BIODIESEL EXTRA,8590,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS TERPEL MARBELLA,TERPEL,CALLE 13 No. 81-08,GASOLINA EXTRA OXIGENADA,11270,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,EDS  TERPEL LA CEIBA,TERPEL,CALLE 31 No. 50A-32,GASOLINA CORRIENTE OXIGENADA,8630,1,2018-05-02T00:00:00.000
5,antioquia,5147,CAREPA,ESTACION DE SERVICIO LA PONDEROSA,PETROMIL,CARRERA 80 82 No. 31-49,GASOLINA EXTRA OXIGENADA,11700,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIOS EL OASIS II SAS,MOBIL,CALLE 19 No 80 A - 97,BIODIESEL EXTRA,8216,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ESTACION DE SERVICIO LA 43 - ENVIGADO,BIOMAX,CARRERA 43A No. 46 SUR-20,BIODIESEL EXTRA,8410,1,2018-05-02T00:00:00.000
5,antioquia,5368,JERICO,EDS PUENTE IGLESIAS,TEXACO,VEREDA PUENTE IGLESIAS,GASOLINA EXTRA OXIGENADA,12097,1,2018-05-02T00:00:00.000
5,antioquia,5674,SAN VICENTE,ESTACION DE SERVICIO AFAS,TERPEL,Carrera 34 No 32-13,BIODIESEL EXTRA,8580,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL LA PRIMERA,TEXACO,CARRERA 1 No. 39-30,GASOLINA CORRIENTE OXIGENADA,9090,1,2018-05-02T00:00:00.000
5,antioquia,5895,ZARAGOZA,ESTACION EL CARMEN ZARAGOZA,TERPEL,Vereda Quebradona,BIODIESEL EXTRA,8280,1,2018-05-02T00:00:00.000
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO JAMUNDI,TERPEL,Km 15 via panamericana jamundi,BIODIESEL EXTRA,8480,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO MOVIL AV SEXTA CALI,MOBIL,AVENIDA 6 NORTE NO. 24 AN-25,BIODIESEL EXTRA,8550,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL EL TESORO,TERPEL,Carrera 25 Nro 1 sur 69,GASOLINA CORRIENTE OXIGENADA,9040,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS TERPEL MARBELLA,TERPEL,CALLE 13 No. 81-08,GASOLINA CORRIENTE OXIGENADA,8630,1,2018-05-02T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO PALOBLANCO TERPEL,TERPEL,"Carrera 24 No 12 - 25 Guadalajara De Buga, Valle Del Cauca",GASOLINA CORRIENTE OXIGENADA,8730,1,2018-05-02T00:00:00.000
76,valle del cauca,76130,CANDELARIA,ESTACION DE SERVICIO LA COLOMBIANA,BIOMAX,CORREGIMIENTO EL ARENAL,BIODIESEL EXTRA,8375,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVITECA LA 44,BIOMAX,CARRERA 44 No. 16-05,BIODIESEL EXTRA,8480,1,2018-05-02T00:00:00.000
5,antioquia,5837,TURBO,SERVICENTRO PROXXON NUEVA COLONIA,PROXXON,AVENIDA PRINCIPAL CORREGIMIENTO NUEVA COLONIA CALLE 25 No. 25-48-50,BIODIESEL EXTRA,8393,1,2018-05-02T00:00:00.000
5,antioquia,5631,SABANETA,ESTACION DE SERVICIO TERPEL SABANETA,TERPEL,CARRERA 43A No. 61 SUR-114,BIODIESEL EXTRA,8390,1,2018-05-02T00:00:00.000
76,valle del cauca,76275,FLORIDA,AUTOSERVICIO LA PORTADA,MOBIL,CALLE 9 No. 30-44,BIODIESEL EXTRA,8283,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,TEXACO PRADO,TEXACO,CALLE 57 No. 51D-36,BIODIESEL EXTRA,8480,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,ESTACION DE SERVICIO TEXACO FLA,TEXACO,CARRERA 50C No. 12 SUR - 4,GASOLINA EXTRA OXIGENADA,11460,1,2018-05-02T00:00:00.000
76,valle del cauca,76306,GINEBRA,ESTACION DE SERVICIOS EL LEON,TERPEL,Carrera 4 No. 2-02,GASOLINA EXTRA OXIGENADA,11000,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO MOBIL LA 70,MOBIL,CARRERA 70 CIRCULAR 1 -40,GASOLINA CORRIENTE OXIGENADA,8880,1,2018-05-02T00:00:00.000
5,antioquia,5628,SABANALARGA,ESTACION DE SERVICIO AURES,TERPEL,CARRERA 20 No. 11A-18,BIODIESEL EXTRA,9122,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO DISTRACOM MANGLARES,MOBIL,CALLE 7 No. 56C-39,BIODIESEL EXTRA,8325,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,LA CORAZA NO1,MOBIL,Carrera 46 No.53-20,GASOLINA CORRIENTE OXIGENADA,8950,1,2018-05-02T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO EL PUENTE ESTACION DE SERVICIOS,ZEUSS,Calle 63 No 59 - 60,GASOLINA CORRIENTE OXIGENADA,8913,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,GREEN EDS GRANADA,ESSO,AVENIDA 8 N NO 15 AN - 06,GASOLINA EXTRA OXIGENADA,12410,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL TERMINAL CALI,TERPEL,CALLE 30 N No. 2 B - 140  160,GASOLINA EXTRA OXIGENADA,11300,1,2018-05-02T00:00:00.000
5,antioquia,5686,SANTA ROSA DE OSOS,ESTACION DE SERVICIO BRISAS DEL NORTE EN SANTA ROSA DE OSOS,TERPEL,KILOMETRO 72 VIA YARUMAL VEREDA LA CIRCASIA,GASOLINA EXTRA OXIGENADA,11630,1,2018-05-02T00:00:00.000
5,antioquia,5400,LA UNION,ESTACION DE SERVICIOS LA UNION,ZEUSS,Calle 9 No.3-41,BIODIESEL EXTRA,8514,1,2018-05-02T00:00:00.000
5,antioquia,5887,YARUMAL,ESTACION DE SERVICIO LOSKANO MEDIAGUAS,ZEUSS,"Variante La Costa La Y de la Estación Yarumal, Antioquia",BIODIESEL EXTRA,8555,1,2018-05-02T00:00:00.000
